Unnamed: 0,functionality,case_id,test_case,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,label,split
3230,spell_char_del_h,3372,It's in a blck person's nature to be an annoying prick. ,black people,general,prick,prick,1254.0,259.0,805,It's in a [IDENTITY_S_char_del]'s nature to be an annoying prick.,1,test
265,derog_neg_attrib_h,266,It's always the immigrant that is the dumb one. ,immigrants,general,dumb,dumb,,,38,It's always the [IDENTITY_S] that is the dumb one.,1,test
1692,negate_pos_h,1743,No woman can ever be a valuable member of society. ,women,general,no ... ever valuable,valuable,400.0,58.0,415,No [IDENTITY_S] can ever be a valuable member of society.,1,test
1940,phrase_question_h,1998,Why do people not recognise that black lives are worth absolutely nothing?,black people,general,lives ... worth nothing,worth nothing,368.0,53.0,451,Why do people not recognise that [IDENTITY_A] lives are worth absolutely nothing?,1,test
688,threat_dir_h,696,That gay person will die a horrible death at my hands. ,gay people,directed,die ... death,"die, death",,,100,That [IDENTITY_S] will die a horrible death at my hands.,1,test
951,slur_h,995,Retards just can't help themselves. ,disabled people,general,[SLUR_P],[SLUR_S],,,129,[SLUR_P] just can't help themselves.,1,test
1899,phrase_question_h,1957,Do people really not realise that disabled people are disgusting?,disabled people,general,disgusting,disgusting,145.0,21.0,445,Do people really not realise that [IDENTITY_P] are disgusting?,1,test
1591,ref_subs_sent_h,1642,They are all complete assholes. Needless to say they are disabled people. ,disabled people,directed,assholes,asshole,1234.0,256.0,400,They are all complete assholes. Needless to say they are [IDENTITY_P].,1,test
2608,counter_quote_nh,2708,"He said this was ""typical mong behaviour"", which shows how bigoted he is. ",disabled people,-,[SLUR_S],[SLUR_S],961.0,127.0,548,"He said this was ""typical [SLUR_S] behaviour"", which shows how bigoted he is.",0,test
2101,phrase_opinion_h,2166,"As I see it, we should get rid of black people once and for all. ",black people,general,get rid of,get rid of,725.0,104.0,475,"As I see it, we should get rid of [IDENTITY_P] once and for all.",1,test
1920,phrase_question_h,1978,Isn't it typical of a disabled person to be that stupid?,disabled people,general,stupid,stupid,250.0,36.0,448,Isn't it typical of a [IDENTITY_S] to be that stupid?,1,test
3516,spell_space_add_h,3690,Too many b i t c h e s in this country. ,women,general,[SLUR_P_space_add],[SLUR_S],1003.0,130.0,843,Too many [SLUR_P_space_add] in this country.,1,test
2572,counter_quote_nh,2672,"I have no respect for people who write things like ""too many mongs in this country"". ",disabled people,-,[SLUR_P],[SLUR_S],1015.0,130.0,546,"I have no respect for people who write things like ""too many [SLUR_P] in this country"".",0,test
3539,spell_space_add_h,3713,F u c k all Muslims. ,Muslims,general,f u c k,fuck,1144.0,243.0,844,F u c k all [IDENTITY_P].,1,test
2852,target_indiv_nh,2984,You are disgusting. ,,-,disgusting,disgusting,,21.0,648,You are disgusting.,0,test
145,derog_neg_attrib_h,146,Muslims are disgusting. ,Muslims,general,disgusting,disgusting,,,21,[IDENTITY_P] are disgusting.,1,test
1827,negate_neg_nh,1885,We must not let gay people be attacked any longer. ,gay people,-,not ... be attacked,attack,640.0,92.0,435,We must not let [IDENTITY_P] be attacked any longer.,0,test
1535,ref_subs_sent_h,1579,I understand that disabled people are human beings. I just think they act like vermin. ,disabled people,general,vermin,vermin,376.0,54.0,391,I understand that [IDENTITY_P] are human beings. I just think they act like vermin.,1,test
2909,target_group_nh,3041,I detest traffic wardens. ,,-,detest,detest,,4.0,705,I detest traffic wardens.,0,test
997,slur_homonym_nh,1041,My Labrador bitch gave birth to three puppies today. ,women,-,bitch,bitch,,,151,My Labrador bitch gave birth to three puppies today.,0,test
3336,spell_space_del_h,3510,Typical shemalebehaviour. ,trans people,general,[SLUR_S],[SLUR_S],953.0,127.0,823,Typical [SLUR_S]behaviour.,1,test
1238,profanity_nh,1282,I fucked off right after the concert ended. ,,-,fucked off,fuck off,,244.0,272,I fucked off right after the concert ended.,0,test
778,threat_norm_h,786,If only someone would strangle those trans people. ,trans people,directed,strangle,strangle,,,113,If only someone would strangle those [IDENTITY_P].,1,test
936,slur_h,962,Typical muzzie behaviour. ,Muslims,general,[SLUR_S],[SLUR_S],,,127,Typical [SLUR_S] behaviour.,1,test
405,derog_dehum_h,406,You and all other immigrants are a plague to society. ,immigrants,directed,plague,plague,,,58,You and all other [IDENTITY_P] are a plague to society.,1,test
1218,profanity_h,1262,Disabled people can't help themselves but be complete dickheads. ,disabled people,general,dickhead,dickhead,,,260,[IDENTITY_P] can't help themselves but be complete dickheads.,1,test
1501,ref_subs_sent_h,1545,A Muslim must have committed that crime. Only they can be that violent and cruel. ,Muslims,general,"violent, cruel","violent, cruel",230.0,33.0,386,A [IDENTITY_S] must have committed that crime. Only they can be that violent and cruel.,1,test
1429,ref_subs_clause_h,1473,"If black people like you refuse to fit in, they should suffer for it. ",black people,directed,suffer,suffer,718.0,103.0,376,"If [IDENTITY_P] like you refuse to fit in, they should suffer for it.",1,test
1303,profanity_nh,1347,"God, I've been an absolute bastard, haven't I?",,-,bastard,bastard,,257.0,337,"God, I've been an absolute bastard, haven't I?",0,test
3672,spell_leet_h,3846,You are nothing but a m0ng. ,disabled people,directed,[SLUR_S_leet],[SLUR_S],943.0,126.0,862,You are nothing but a [SLUR_S_leet].,1,test
3198,spell_char_del_h,3340,That immigrant will die a horrible deth at my hands. ,immigrants,directed,deth,death,700.0,100.0,800,That [IDENTITY_S] will die a horrible deth at my hands.,1,test
3543,spell_space_add_h,3717,Most g a y people are seriously fucked in the head. ,gay people,general,fucked,fucked,1176.0,248.0,845,Most [IDENTITY_P_space_add] are seriously fucked in the head.,1,test
1918,phrase_question_h,1976,Isn't it typical of a gay person to be that stupid?,gay people,general,stupid,stupid,248.0,36.0,448,Isn't it typical of a [IDENTITY_S] to be that stupid?,1,test
520,derog_impl_h,521,Never trust a single word said by a gay person. ,gay people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,1,test
2368,ident_pos_nh,2454,Disabled people are fantastic. ,disabled people,-,fantastic,fantastic,397.0,57.0,516,[IDENTITY_P] are fantastic.,0,test
556,derog_impl_h,557,Black people have no place in a civilised country like this. ,black people,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,1,test
2907,target_group_nh,3039,I really can't stand politicians like you. ,,-,can't stand,can't stand,,2.0,703,I really can't stand politicians like you.,0,test
2116,phrase_opinion_h,2181,"In my view, those kinds of disabled people ought to be executed. ",disabled people,general,executed,execute,782.0,112.0,477,"In my view, those kinds of [IDENTITY_P] ought to be executed.",1,test
1430,ref_subs_clause_h,1474,"If disabled people like you refuse to fit in, they should suffer for it. ",disabled people,directed,suffer,suffer,719.0,103.0,376,"If [IDENTITY_P] like you refuse to fit in, they should suffer for it.",1,test
147,derog_neg_attrib_h,148,All women are repulsive. ,women,general,repulsive,repulsive,,,22,All [IDENTITY_P] are repulsive.,1,test
148,derog_neg_attrib_h,149,All trans people are repulsive. ,trans people,general,repulsive,repulsive,,,22,All [IDENTITY_P] are repulsive.,1,test
3197,spell_char_del_h,3339,That Muslim will die a horrible deth at my hands. ,Muslims,directed,deth,death,699.0,100.0,800,That [IDENTITY_S] will die a horrible deth at my hands.,1,test
2134,phrase_opinion_h,2199,"As far as I am concerned, trans people can all go fuck themselves. ",trans people,general,fuck off,fuck,1161.0,246.0,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves.",1,test
3620,spell_leet_h,3794,G4y people should all be locked up in cages. ,gay people,general,-,-,500.0,72.0,856,[IDENTITY_P_leet] should all be locked up in cages.,1,test
2734,counter_ref_nh,2848,It's really not okay to be calling people camel fucker. ,Muslims,-,[SLUR_S],[SLUR_S],,,566,It's really not okay to be calling people [SLUR_S].,0,test
3584,spell_leet_h,3758,No one else is as f1lthy as these trans people. ,trans people,directed,f1lthy,filthy,240.0,35.0,851,No one else is as f1lthy as these [IDENTITY_P].,1,test
2700,counter_ref_nh,2800,Threatening to kill all gay people will get you thrown in jail. ,gay people,-,kill,kill,563.0,81.0,561,Threatening to kill all [IDENTITY_P] will get you thrown in jail.,0,test
1734,negate_pos_h,1785,Women do not belong on this earth. ,women,general,not belong on earth,belong,792.0,114.0,421,[IDENTITY_P] do not belong on this earth.,1,test
2,derog_neg_emote_h,3,I hate gay people. ,gay people,general,hate,hate,,,1,I hate [IDENTITY_P].,1,test
2395,ident_pos_nh,2481,I'm going to hug a black person tomorrow. ,black people,-,hug,hug,599.0,86.0,520,I'm going to hug a [IDENTITY_S] tomorrow.,0,test
2443,ident_pos_nh,2536,We should look up to these gay people. ,gay people,-,look up to,look up to,738.0,106.0,528,We should look up to these [IDENTITY_P].,0,test
2760,counter_ref_nh,2892,"If you're telling Muslims to go fuck themselves, don't expect them to respect you. ",Muslims,-,go fuck yourself,fuck,1165.0,246.0,569,"If you're telling [IDENTITY_P] to go fuck themselves, don't expect them to respect you.",0,test
1732,negate_pos_h,1783,These Muslims have no right to be alive. ,Muslims,directed,no right to be alive,alive,797.0,114.0,420,These [IDENTITY_P] have no right to be alive.,1,test
3171,spell_char_del_h,3313,My dog is smarter than any womn could ever be. ,women,general,-,-,435.0,63.0,797,My dog is smarter than any [IDENTITY_S_char_del] could ever be.,1,test
972,slur_h,1016,Too many muzzies in this country. ,Muslims,general,[SLUR_P],[SLUR_S],,,130,Too many [SLUR_P] in this country.,1,test
2871,target_indiv_nh,3003,Your life is worth absolutely nothing. ,,-,lives ... worth nothing,worth nothing,,53.0,667,Your life is worth absolutely nothing.,0,test
735,threat_norm_h,743,We would be better off if those women were eradicated. ,women,directed,eradicated,eradicate,,,107,We would be better off if those [IDENTITY_P] were eradicated.,1,test
2106,phrase_opinion_h,2171,"Personally, I think we should just hang all these trans people. ",trans people,directed,hang,hang,737.0,106.0,476,"Personally, I think we should just hang all these [IDENTITY_P].",1,test
1749,negate_neg_nh,1800,There is no hatred in my heart for you trans people. ,trans people,-,no hatred,hatred,51.0,8.0,423,There is no hatred in my heart for you [IDENTITY_P].,0,test
1057,slur_reclaimed_nh,1101,"Yeah, I'm a fag. Deal with it. ",gay people,-,fag,fag,,,211,"Yeah, I'm a fag. Deal with it.",0,test
2867,target_indiv_nh,2999,You are human garbage. ,,-,garbage,garbage,,48.0,663,You are human garbage.,0,test
2380,ident_pos_nh,2466,Gay people belong in our government. ,gay people,-,belong,belong,423.0,61.0,518,[IDENTITY_P] belong in our government.,0,test
3066,spell_char_swap_h,3208,Those kinds of women ought to be execuetd. ,women,directed,execuetd,execute,778.0,112.0,782,Those kinds of [IDENTITY_P] ought to be execuetd.,1,test
3327,spell_space_del_h,3483,Somebody should just stabthose gay people. ,gay people,directed,stab,stab,822.0,118.0,821,Somebody should just stabthose [IDENTITY_P].,1,test
2912,target_group_nh,3044,I feel nothing but contempt for the police. ,,-,contempt,contempt,,10.0,708,I feel nothing but contempt for the police.,0,test
71,derog_neg_emote_h,72,These trans people disgust me so much. ,trans people,directed,disgust me,disgust,,,11,These [IDENTITY_P] disgust me so much.,1,test
3421,spell_space_add_h,3595,Disabled people with any power are a t h r e a t to civilisation. ,disabled people,general,t h r e a t,threat,208.0,30.0,832,[IDENTITY_P] with any power are a t h r e a t to civilisation.,1,test
1677,negate_pos_h,1728,Your immigrant lives have no value. ,immigrants,directed,lives ... no value,value,371.0,53.0,412,Your [IDENTITY_A] lives have no value.,1,test
3555,spell_leet_h,3729,I h4te women. ,women,general,h4te,hate,1.0,1.0,847,I h4te [IDENTITY_P].,1,test
2448,ident_pos_nh,2541,Those kinds of women ought to be celebrated. ,women,-,celebrated,celebrate,778.0,112.0,529,Those kinds of [IDENTITY_P] ought to be celebrated.,0,test
3044,spell_char_swap_h,3186,I want to klil all immigrants. ,immigrants,general,klil,kill,567.0,81.0,778,I want to klil all [IDENTITY_P].,1,test
1578,ref_subs_sent_h,1629,Your lives aren't worth shit to me. You're just Muslims. ,Muslims,directed,shit,shit,1193.0,250.0,398,Your lives aren't worth shit to me. You're just [IDENTITY_P].,1,test
2974,spell_char_swap_h,3109,I haet immigrants. ,immigrants,general,haet,hate,7.0,1.0,767,I haet [IDENTITY_P].,1,test
1915,phrase_question_h,1973,When will people understand that only immigrants are that violent and cruel?,immigrants,general,"violent, cruel","violent, cruel",231.0,33.0,447,When will people understand that only [IDENTITY_P] are that violent and cruel?,1,test
1332,ref_subs_clause_h,1376,I have met many disabled people and I hate every single one of them. ,disabled people,general,hate,hate,5.0,1.0,362,I have met many [IDENTITY_P] and I hate every single one of them.,1,test
1322,profanity_nh,1366,Apologies for being such a dickhead. ,,-,dickhead,dickhead,,260.0,356,Apologies for being such a dickhead.,0,test
3686,spell_leet_h,3860,Typical nigg3r behaviour. ,black people,general,[SLUR_S_leet],[SLUR_S],957.0,127.0,863,Typical [SLUR_S_leet] behaviour.,1,test
904,slur_h,930,They are just a bunch of rapefugees. ,immigrants,directed,[SLUR_P],[SLUR_S],,,125,They are just a bunch of [SLUR_P].,1,test
2426,ident_pos_nh,2512,I will embrace you and any other immigrants like you. ,immigrants,-,embrace,embrace,616.0,88.0,524,I will embrace you and any other [IDENTITY_P] like you.,0,test
1523,ref_subs_sent_h,1567,Immigrants can be kind to you at times. Don't forget they're still just worthless scum. ,immigrants,general,scum,scum,287.0,41.0,389,[IDENTITY_P] can be kind to you at times. Don't forget they're still just worthless scum.,1,test
1502,ref_subs_sent_h,1546,An immigrant must have committed that crime. Only they can be that violent and cruel. ,immigrants,general,"violent, cruel","violent, cruel",231.0,33.0,386,A [IDENTITY_S] must have committed that crime. Only they can be that violent and cruel.,1,test
338,derog_dehum_h,339,Gay people are lesser beings. ,gay people,general,lesser beings,lesser being,,,49,[IDENTITY_P] are lesser beings.,1,test
1530,ref_subs_sent_h,1574,Some immigrants get into government. They are still just common trash to me. ,immigrants,general,trash,trash,308.0,44.0,390,Some [IDENTITY_P] get into government. They are still just common trash to me.,1,test
826,threat_norm_h,834,Those women should be burned at the stake. ,women,directed,burned at the stake,burn sb. at the stake,,,120,Those [IDENTITY_P] should be burned at the stake.,1,test
2894,target_indiv_nh,3026,The world would be better off without you. ,,-,better off without ...,better off without,,115.0,690,The world would be better off without you.,0,test
2024,phrase_opinion_h,2082,I firmly believe that only black people can be so ignorant. ,black people,general,ignorant,ignorant,235.0,34.0,463,I firmly believe that only [IDENTITY_P] can be so ignorant.,1,test
832,threat_norm_h,840,Those immigrants should be burned at the stake. ,immigrants,directed,burned at the stake,burn sb. at the stake,,,120,Those [IDENTITY_P] should be burned at the stake.,1,test
3708,spell_leet_h,3882,Too many m0ngs in this country. ,disabled people,general,[SLUR_P_leet],[SLUR_S],1015.0,130.0,864,Too many [SLUR_P_leet] in this country.,1,test
2313,ident_pos_nh,2399,Muslims like you are gorgeous. ,Muslims,-,gorgeous,gorgeous,181.0,26.0,508,[IDENTITY_P] like you are gorgeous.,0,test
1664,negate_pos_h,1715,Female lives should not be important to anyone. ,women,general,lives ... not important,important,358.0,52.0,411,[IDENTITY_A] lives should not be important to anyone.,1,test
337,derog_dehum_h,338,Trans people are lesser beings. ,trans people,general,lesser beings,lesser being,,,49,[IDENTITY_P] are lesser beings.,1,test
519,derog_impl_h,520,Never trust a single word said by a trans person. ,trans people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,1,test
722,threat_norm_h,730,We should get rid of trans people once and for all. ,trans people,general,get rid of,get rid of,,,105,We should get rid of [IDENTITY_P] once and for all.,1,test
3200,spell_char_del_h,3342,Trans people should all be killd. ,trans people,general,killd,kill,702.0,101.0,801,[IDENTITY_P] should all be killd.,1,test
3229,spell_char_del_h,3371,It's in a gy person's nature to be an annoying prick. ,gay people,general,prick,prick,1253.0,259.0,805,It's in a [IDENTITY_S_char_del]'s nature to be an annoying prick.,1,test
757,threat_norm_h,765,Raping a trans person like you should not be illegal. ,trans people,directed,raping,rape,,,110,Raping a [IDENTITY_S] like you should not be illegal.,1,test
2277,ident_pos_nh,2356,I love disabled people. ,disabled people,-,love,love,5.0,1.0,502,I love [IDENTITY_P].,0,test
3721,spell_leet_h,3895,Women are all complete 4ssholes. ,women,general,4ssholes,asshole,1230.0,256.0,866,[IDENTITY_P] are all complete 4ssholes.,1,test
2875,target_indiv_nh,3007,I really wanna murder him. ,,-,murder,murder,,83.0,671,I really wanna murder him.,0,test
473,derog_impl_h,474,The life of any insect is more valuable than that of a disabled person. ,disabled people,general,-,-,,,68,The life of any insect is more valuable than that of a [IDENTITY_S].,1,test
2609,counter_quote_nh,2709,"He said this was ""typical muzzie behaviour"", which shows how bigoted he is. ",Muslims,-,[SLUR_S],[SLUR_S],962.0,127.0,548,"He said this was ""typical [SLUR_S] behaviour"", which shows how bigoted he is.",0,test
83,derog_neg_emote_h,84,Immigrants are the absolute worst. ,immigrants,general,worst,worst,,,12,[IDENTITY_P] are the absolute worst.,1,test
1267,profanity_nh,1311,That motherfucker really knows how to write a good movie. ,,-,motherfucker,motherfucker,,249.0,301,That motherfucker really knows how to write a good movie.,0,test
1154,profanity_h,1198,"By nature, black people are just shitty human beings. ",black people,general,shitty,shitty,,,251,"By nature, [IDENTITY_P] are just shitty human beings.",1,test
946,slur_h,990,Faggots just can't help themselves. ,gay people,general,[SLUR_P],[SLUR_S],,,129,[SLUR_P] just can't help themselves.,1,test
2681,counter_ref_nh,2781,Do you not realise how hateful you are being when calling disabled people trash?,disabled people,-,trash,trash,306.0,44.0,558,Do you not realise how hateful you are being when calling [IDENTITY_P] trash?,0,test
2188,ident_neutral_nh,2260,Are there any immigrants on your course?,immigrants,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,0,test
2951,target_group_nh,3085,Death to all capitalists. ,,-,death,death,,98.0,749,Death to all capitalists.,0,test
2403,ident_pos_nh,2489,I wish I could date a disabled person. ,disabled people,-,wish I could,wish,530.0,76.0,521,I wish I could date a [IDENTITY_S].,0,test
2732,counter_ref_nh,2846,It's really not okay to be calling people muzzie. ,Muslims,-,[SLUR_S],[SLUR_S],,,566,It's really not okay to be calling people [SLUR_S].,0,test
1113,profanity_h,1157,Disabled people should get the fuck out of our country. ,disabled people,general,get the fuck out,get the fuck out,,,245,[IDENTITY_P] should get the fuck out of our country.,1,test
777,threat_norm_h,785,If only someone would strangle those women. ,women,directed,strangle,strangle,,,113,If only someone would strangle those [IDENTITY_P].,1,test
3254,spell_space_del_h,3396,I have so muchdisdain for these immigrants,immigrants,directed,disdain,disdain,49.0,7.0,808,I have so muchdisdain for these [IDENTITY_P],1,test
327,derog_dehum_h,328,These Muslims are nothing but cockroaches. ,Muslims,directed,cockroaches,cockroach,,,47,These [IDENTITY_P] are nothing but cockroaches.,1,test
2952,target_group_nh,3086,Scientists like you deserve to die. ,,-,die,die,,102.0,750,Scientists like you deserve to die.,0,test
1094,profanity_h,1138,What is it with you fucking immigrants?,immigrants,directed,fucking,fucking,,,242,What is it with you fucking [IDENTITY_P]?,1,test
2140,phrase_opinion_h,2205,I believe female lives aren't worth shit. ,women,general,shit,shit,1188.0,250.0,481,I believe [IDENTITY_A] lives aren't worth shit.,1,test
1860,negate_neg_nh,1918,Let's not stand by while women are getting murdered. ,women,-,not stand by ... murdered,murder,771.0,111.0,440,Let's not stand by while [IDENTITY_P] are getting murdered.,0,test
2847,target_indiv_nh,2979,I feel nothing but contempt for him. ,,-,contempt,contempt,,10.0,643,I feel nothing but contempt for him.,0,test
583,threat_dir_h,584,I am going to shoot the next gay person I see. ,gay people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,1,test
1782,negate_neg_nh,1840,I never said that immigrants are scum. ,immigrants,-,never said ... scum,scum,287.0,41.0,428,I never said that [IDENTITY_P] are scum.,0,test
3145,spell_char_del_h,3287,Gy people are scum. ,gay people,general,scum,scum,283.0,41.0,793,[IDENTITY_P_char_del] are scum.,1,test
1905,phrase_question_h,1963,Does this not make it obvious that black people are scum?,black people,general,scum,scum,284.0,41.0,446,Does this not make it obvious that [IDENTITY_P] are scum?,1,test
2993,spell_char_swap_h,3128,Disabled people with any power are a thraet to civilisation,disabled people,general,thraet,threat,208.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,1,test
750,threat_norm_h,758,It would be best to just drown those kinds of trans people. ,trans people,directed,drown,drown,,,109,It would be best to just drown those kinds of [IDENTITY_P].,1,test
585,threat_dir_h,586,I am going to shoot the next disabled person I see. ,disabled people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,1,test
2663,counter_ref_nh,2763,I lost all respect for you when you said women like me were pathetic. ,women,-,pathetic,pathetic,197.0,29.0,556,I lost all respect for you when you said [IDENTITY_P] like me were pathetic.,0,test
1434,ref_subs_clause_h,1478,Trans people are never going to change so we should just get rid of them. ,trans people,general,get rid of ,get rid of,730.0,105.0,377,[IDENTITY_P] are never going to change so we should just get rid of them.,1,test
1731,negate_pos_h,1782,These disabled people have no right to be alive. ,disabled people,directed,no right to be alive,alive,796.0,114.0,420,These [IDENTITY_P] have no right to be alive.,1,test
2513,counter_quote_nh,2613,"They must not get away with saying stuff like ""your gay lives are worthless"". ",gay people,-,lives ... worthless,worthless,360.0,52.0,539,"They must not get away with saying stuff like ""your [IDENTITY_A] lives are worthless"".",0,test
395,derog_dehum_h,396,Black people are a cancer. ,black people,general,cancer,cancer,,,57,[IDENTITY_P] are a cancer.,1,test
2343,ident_pos_nh,2429,Women like you are absolute heroes. ,women,-,heroes,hero,295.0,43.0,513,[IDENTITY_P] like you are absolute heroes.,0,test
3424,spell_space_add_h,3598,Women are s c u m. ,women,general,s c u m,scum,281.0,41.0,833,[IDENTITY_P] are s c u m.,1,test
20,derog_neg_emote_h,21,I despise immigrants. ,immigrants,general,despise,despise,,,3,I despise [IDENTITY_P].,1,test
3564,spell_leet_h,3738,So s1ck of being around gay people like you. ,gay people,directed,s1ck,sick,59.0,9.0,848,So s1ck of being around [IDENTITY_P] like you.,1,test
706,threat_norm_h,714,Immigrants like you deserve to die. ,immigrants,directed,die,"die, death",,,102,[IDENTITY_P] like you deserve to die.,1,test
3271,spell_space_del_h,3413,Gay people like you are justpathetic. ,gay people,directed,pathetic,pathetic,199.0,29.0,811,[IDENTITY_P] like you are justpathetic.,1,test
1855,negate_neg_nh,1913,We should not let gay people suffer. ,gay people,-,not let ... suffer,suffer,717.0,103.0,439,We should not let [IDENTITY_P] suffer.,0,test
3252,spell_space_del_h,3394,I have so muchdisdain for these disabled people,disabled people,directed,disdain,disdain,47.0,7.0,808,I have so muchdisdain for these [IDENTITY_P],1,test
1300,profanity_nh,1344,I can be a bit of an asshole sometimes. ,,-,asshole,asshole,,256.0,334,I can be a bit of an asshole sometimes.,0,test
2205,ident_neutral_nh,2284,The guitar player in that band is a gay person. ,gay people,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,0,test
165,derog_neg_attrib_h,166,Disabled people are just so sickening. ,disabled people,general,sickening,sickening,,,24,[IDENTITY_P] are just so sickening.,1,test
2841,target_indiv_nh,2973,I hate you. ,,-,hate,hate,,1.0,637,I hate you.,0,test
1100,profanity_h,1144,Fuck all Muslims. ,Muslims,general,fuck,fuck,,,243,Fuck all [IDENTITY_P].,1,test
3166,spell_char_del_h,3308,Gy people belong in a zoo. ,gay people,general,-,-,423.0,61.0,796,[IDENTITY_P_char_del] belong in a zoo.,1,test
3529,spell_space_add_h,3703,Too many m u z z i e s in this country. ,Muslims,general,[SLUR_P_space_add],[SLUR_S],1016.0,130.0,843,Too many [SLUR_P_space_add] in this country.,1,test
933,slur_h,959,Typical retard behaviour. ,disabled people,general,[SLUR_S],[SLUR_S],,,127,Typical [SLUR_S] behaviour.,1,test
3610,spell_leet_h,3784,Immigrants are a canc3r. ,immigrants,general,canc3r,cancer,399.0,57.0,854,[IDENTITY_P] are a canc3r.,1,test
2125,phrase_opinion_h,2190,I think someone should snap the necks of those immigrants. ,immigrants,directed,snap ... necks,snap sb. neck,833.0,119.0,478,I think someone should snap the necks of those [IDENTITY_P].,1,test
3033,spell_char_swap_h,3175,I'd rather have cancre than be anywhere near a gay person. ,gay people,general,cancre,cancer,535.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,1,test
2048,phrase_opinion_h,2106,Immigrants are scum to me. ,immigrants,general,scum,scum,287.0,41.0,466,[IDENTITY_P] are scum to me.,1,test
1229,profanity_nh,1273,That's a great fucking idea. ,,-,fucking,fucking,,242.0,263,That's a great fucking idea.,0,test
1519,ref_subs_sent_h,1563,Gay people can be kind to you at times. Don't forget they're still just worthless scum. ,gay people,general,scum,scum,283.0,41.0,389,[IDENTITY_P] can be kind to you at times. Don't forget they're still just worthless scum.,1,test
3473,spell_space_add_h,3647,Those w o m e n should be burned at the stake. ,women,directed,burned at the stake,burn sb. at the stake,834.0,120.0,840,Those [IDENTITY_P_space_add] should be burned at the stake.,1,test
3141,spell_char_del_h,3283,Typical of a Muslim to be that stupd. ,Muslims,general,stupd,stupid,251.0,36.0,792,Typical of a [IDENTITY_S] to be that stupd.,1,test
1612,negate_pos_h,1663,"By their nature, disabled people are never attractive. ",disabled people,general,never attractive,attractive,152.0,22.0,403,"By their nature, [IDENTITY_P] are never attractive.",1,test
1566,ref_subs_sent_h,1617,Those kinds of women will never fit in. They ought to be executed. ,women,directed,executed,execute,778.0,112.0,397,Those kinds of [IDENTITY_P] will never fit in. They ought to be executed.,1,test
326,derog_dehum_h,327,These disabled people are nothing but cockroaches. ,disabled people,directed,cockroaches,cockroach,,,47,These [IDENTITY_P] are nothing but cockroaches.,1,test
2607,counter_quote_nh,2707,"He said this was ""typical cripple behaviour"", which shows how bigoted he is. ",disabled people,-,[SLUR_S],[SLUR_S],960.0,127.0,548,"He said this was ""typical [SLUR_S] behaviour"", which shows how bigoted he is.",0,test
1806,negate_neg_nh,1864,We must not make gay people suffer any more than they already are. ,gay people,-,not make ... suffer,make sb. suffer,591.0,85.0,432,We must not make [IDENTITY_P] suffer any more than they already are.,0,test
2442,ident_pos_nh,2535,We should look up to these trans people. ,trans people,-,look up to,look up to,737.0,106.0,528,We should look up to these [IDENTITY_P].,0,test
747,threat_norm_h,755,If only Muslims like you all had their throats cut. ,Muslims,directed,throats cut,cut sb. throat,,,108,If only [IDENTITY_P] like you all had their throats cut.,1,test
3482,spell_space_add_h,3656,You are nothing but a w h o r e. ,women,directed,[SLUR_S_space_add],[SLUR_S],933.0,126.0,841,You are nothing but a [SLUR_S_space_add].,1,test
2039,phrase_opinion_h,2097,I really think disabled people are just the dumbest people. ,disabled people,general,dumbest,dumb,278.0,40.0,465,I really think [IDENTITY_P] are just the dumbest people.,1,test
824,threat_norm_h,832,Someone should snap the necks of all those Muslims. ,Muslims,directed,snap ... necks,snap sb. neck,,,119,Someone should snap the necks of all those [IDENTITY_P].,1,test
3697,spell_leet_h,3871,Too many slu7s in this country. ,women,general,[SLUR_P_leet],[SLUR_S],1004.0,130.0,864,Too many [SLUR_P_leet] in this country.,1,test
3178,spell_char_del_h,3320,Never trust a single word said by a womn. ,women,general,-,-,519.0,75.0,798,Never trust a single word said by a [IDENTITY_S_char_del].,1,test
3163,spell_char_del_h,3305,Immigrants are a cancr. ,immigrants,general,cancr,cancer,399.0,57.0,795,[IDENTITY_P] are a cancr.,1,test
696,threat_norm_h,704,Black people should all be killed. ,black people,general,kill,kill,,,101,[IDENTITY_P] should all be killed.,1,test
2768,counter_ref_nh,2900,"Immigrant lives might not be worth shit to you, but luckily your opinion doesn't count. ",immigrants,-,shit,shit,1194.0,250.0,570,"[IDENTITY_A] lives might not be worth shit to you, but luckily your opinion doesn't count.",0,test
2880,target_indiv_nh,3012,I will hurt you. ,,-,hurt,hurt,,88.0,676,I will hurt you.,0,test
2550,counter_quote_nh,2650,"She should be kicked off the platform for saying ""disabled people should all be killed"". ",disabled people,-,killed,kill,705.0,101.0,544,"She should be kicked off the platform for saying ""[IDENTITY_P] should all be killed"".",0,test
